Count,Message,Traceback,Nodes
12558,Message publish failed: The connection was lost.,"  File ""/usr/local/lib/python3.10/dist-packages/locust/user/task.py"", line 342, in run
    self.execute_next_task()
  File ""/usr/local/lib/python3.10/dist-packages/locust/user/task.py"", line 375, in execute_next_task
    self.execute_task(self._task_queue.pop(0))
  File ""/usr/local/lib/python3.10/dist-packages/locust/user/task.py"", line 387, in execute_task
    task(self)
  File ""/app/locustfile.py"", line 59, in task_pub
    MQTTMessageInfo.wait_for_publish()
  File ""/usr/local/lib/python3.10/dist-packages/paho/mqtt/client.py"", line 566, in wait_for_publish
    raise RuntimeError(f'Message publish failed: {error_string(self.rc)}')
",local
