Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,Device-1-brokerA-brokerA,3,0,5,11.666666666666666,1,29,1053.0,0.09654972024632252,0.0,5,5,29,29,29,29,29,29,29,29,29
MQTT,Device-10-brokerB-brokerB,4,0,2,3.5,1,8,1054.0,0.12873296032843,0.0,3,3,8,8,8,8,8,8,8,8,8
MQTT,Device-100-brokerD-brokerD,2,0,1,2.0,1,3,1055.0,0.064366480164215,0.0,3,3,3,3,3,3,3,3,3,3,3
MQTT,Device-101-brokerE-brokerE,3,0,1,2.6666666666666665,1,6,1055.0,0.09654972024632252,0.0,1,1,6,6,6,6,6,6,6,6,6
MQTT,Device-102-brokerF-brokerF,3,0,2,2.0,1,3,1055.0,0.09654972024632252,0.0,2,2,3,3,3,3,3,3,3,3,3
MQTT,Device-103-brokerG-brokerG,2,0,1,4.5,1,8,1055.0,0.064366480164215,0.0,8,8,8,8,8,8,8,8,8,8,8
MQTT,Device-104-brokerH-brokerH,2,0,1,3.5,1,6,1055.0,0.064366480164215,0.0,6,6,6,6,6,6,6,6,6,6,6
MQTT,Device-105-brokerA-brokerA,2,0,1,4.5,1,8,1055.0,0.064366480164215,0.0,8,8,8,8,8,8,8,8,8,8,8
MQTT,Device-106-brokerB-brokerB,2,0,1,4.0,1,7,1055.0,0.064366480164215,0.0,7,7,7,7,7,7,7,7,7,7,7
MQTT,Device-107-brokerC-brokerC,3,0,1,2.3333333333333335,1,5,1055.0,0.09654972024632252,0.0,1,1,5,5,5,5,5,5,5,5,5
MQTT,Device-108-brokerD-brokerD,2,0,1,3.5,1,6,1055.0,0.064366480164215,0.0,6,6,6,6,6,6,6,6,6,6,6
MQTT,Device-109-brokerE-brokerE,2,0,1,2.5,1,4,1055.0,0.064366480164215,0.0,4,4,4,4,4,4,4,4,4,4,4
MQTT,Device-11-brokerC-brokerC,3,0,1,3.3333333333333335,1,8,1054.0,0.09654972024632252,0.0,1,1,8,8,8,8,8,8,8,8,8
MQTT,Device-110-brokerF-brokerF,3,0,2,2.0,1,3,1055.0,0.09654972024632252,0.0,2,2,3,3,3,3,3,3,3,3,3
MQTT,Device-111-brokerG-brokerG,2,0,1,3.0,1,5,1055.0,0.064366480164215,0.0,5,5,5,5,5,5,5,5,5,5,5
MQTT,Device-112-brokerH-brokerH,3,0,1,8.0,1,22,1055.0,0.09654972024632252,0.0,1,1,22,22,22,22,22,22,22,22,22
MQTT,Device-113-brokerA-brokerA,3,0,2,9.333333333333334,1,25,1055.0,0.09654972024632252,0.0,2,2,25,25,25,25,25,25,25,25,25
MQTT,Device-114-brokerB-brokerB,2,0,1,13.0,1,25,1055.0,0.064366480164215,0.0,25,25,25,25,25,25,25,25,25,25,25
MQTT,Device-115-brokerC-brokerC,2,0,1,13.0,1,25,1055.0,0.064366480164215,0.0,25,25,25,25,25,25,25,25,25,25,25
MQTT,Device-116-brokerD-brokerD,2,0,1,2.5,1,4,1055.0,0.064366480164215,0.0,4,4,4,4,4,4,4,4,4,4,4
MQTT,Device-117-brokerE-brokerE,2,0,2,3.5,2,5,1055.0,0.064366480164215,0.0,5,5,5,5,5,5,5,5,5,5,5
MQTT,Device-118-brokerF-brokerF,2,0,2,3.0,2,4,1055.0,0.064366480164215,0.0,4,4,4,4,4,4,4,4,4,4,4
MQTT,Device-119-brokerG-brokerG,3,0,2,3.0,1,6,1055.0,0.09654972024632252,0.0,2,2,6,6,6,6,6,6,6,6,6
MQTT,Device-12-brokerD-brokerD,3,0,1,1.6666666666666667,1,3,1054.0,0.09654972024632252,0.0,1,1,3,3,3,3,3,3,3,3,3
MQTT,Device-120-brokerH-brokerH,3,0,1,8.666666666666666,1,24,1055.0,0.09654972024632252,0.0,1,1,24,24,24,24,24,24,24,24,24
MQTT,Device-121-brokerA-brokerA,2,0,2,6.5,2,11,1055.0,0.064366480164215,0.0,11,11,11,11,11,11,11,11,11,11,11
MQTT,Device-122-brokerB-brokerB,2,0,1,2.5,1,4,1055.0,0.064366480164215,0.0,4,4,4,4,4,4,4,4,4,4,4
MQTT,Device-123-brokerC-brokerC,2,0,1,2.0,1,3,1055.0,0.064366480164215,0.0,3,3,3,3,3,3,3,3,3,3,3
MQTT,Device-124-brokerD-brokerD,3,0,1,5.0,1,13,1055.0,0.09654972024632252,0.0,1,1,13,13,13,13,13,13,13,13,13
MQTT,Device-125-brokerE-brokerE,2,0,1,3.0,1,5,1055.0,0.064366480164215,0.0,5,5,5,5,5,5,5,5,5,5,5
MQTT,Device-126-brokerF-brokerF,2,0,1,2.0,1,3,1055.0,0.064366480164215,0.0,3,3,3,3,3,3,3,3,3,3,3
MQTT,Device-127-brokerG-brokerG,2,0,1,3.0,1,5,1055.0,0.064366480164215,0.0,5,5,5,5,5,5,5,5,5,5,5
