ts_utc,epoch_index,brokers_used,step_index,target_subs,target_pubs,connected_subs,fully_subscribed_subs,connected_pubs,sub_conn_ok,sub_conn_fail,sub_disc,sub_sub_err,pub_conn_ok,pub_conn_fail,pub_disc,pubs_sent,pubs_err,msgs_recv,expected,delivery_ratio,p50_ms,p95_ms,p99_ms,disconnects_per_min,sla_breached,sla_reason
2025-12-21T14:03:21Z,1,3,1,500,50,500,500,50,500,0,0,0,50,0,0,2983,0,1477135,1491500,0.990369,400.000,625.000,875.000,0.000,true,p95_ms=625.00 > 200.00
2025-12-21T14:04:21Z,1,3,2,600,50,600,600,50,100,0,0,0,0,0,0,3003,0,1796673,1801800,0.997155,625.000,875.000,875.000,0.000,true,p95_ms=875.00 > 200.00
