Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,b'Device - 1',1,0,1,1.0,1,1,10263.0,0.00165210972601756,0.0,1,1,1,1,1,1,1,1,1,1,1
MQTT,b'Device - 10',2,0,1,1.5,1,2,10264.0,0.00330421945203512,0.0,2,2,2,2,2,2,2,2,2,2,2
MQTT,b'Device - 100',2,0,0,1.0,0,2,10265.0,0.00330421945203512,0.0,2,2,2,2,2,2,2,2,2,2,2
MQTT,b'Device - 101',1,0,1,1.0,1,1,10265.0,0.00165210972601756,0.0,1,1,1,1,1,1,1,1,1,1,1
MQTT,b'Device - 102',1,0,2,2.0,2,2,10265.0,0.00165210972601756,0.0,2,2,2,2,2,2,2,2,2,2,2
MQTT,b'Device - 103',1,0,0,0.0,0,0,10265.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 104',1,0,3,3.0,3,3,10265.0,0.00165210972601756,0.0,3,3,3,3,3,3,3,3,3,3,3
MQTT,b'Device - 105',2,0,0,0.0,0,0,10265.0,0.00330421945203512,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 106',1,0,0,0.0,0,0,10265.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 107',1,0,0,0.0,0,0,10265.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 108',1,0,1,1.0,1,1,10265.0,0.00165210972601756,0.0,1,1,1,1,1,1,1,1,1,1,1
MQTT,b'Device - 109',4,0,0,17.5,0,70,10265.0,0.00660843890407024,0.0,0,0,70,70,70,70,70,70,70,70,70
MQTT,b'Device - 11',1,0,0,0.0,0,0,10264.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 110',1,0,9,9.0,9,9,10265.0,0.00165210972601756,0.0,9,9,9,9,9,9,9,9,9,9,9
MQTT,b'Device - 111',1,0,0,0.0,0,0,10265.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 112',1,0,0,0.0,0,0,10265.0,0.00165210972601756,0.0,0,0,0,0,0,0,0,0,0,0,0
MQTT,b'Device - 113',2,0,0,1.0,0,2,10265.0,0.00330421945203512,0.0,2,2,2,2,2,2,2,2,2,2,2
