Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,b'Device - 1',5,0,180,191.0,154,234,1047.0,0.008330589820458516,0.0,180,210,210,230,230,230,230,230,230,230,230
MQTT,b'Device - 10',13,0,180,184.23076923076923,150,205,1048.0,0.02165953353319214,0.0,180,190,200,200,200,200,200,200,200,200,200
MQTT,b'Device - 100',13,0,200,207.53846153846155,175,247,1049.0,0.02165953353319214,0.0,200,230,230,240,240,250,250,250,250,250,250
MQTT,b'Device - 1000',12,0,180,179.75,159,200,1050.0,0.019993415569100437,0.0,180,190,190,190,200,200,200,200,200,200,200
MQTT,b'Device - 101',4,0,200,248.5,175,408,1049.0,0.0066644718563668125,0.0,210,210,410,410,410,410,410,410,410,410,410
MQTT,b'Device - 102',5,0,190,194.2,171,229,1049.0,0.008330589820458516,0.0,190,200,200,230,230,230,230,230,230,230,230
MQTT,b'Device - 103',15,0,180,189.26666666666668,163,234,1049.0,0.02499176946137555,0.0,180,200,200,200,210,230,230,230,230,230,230
MQTT,b'Device - 104',7,0,200,198.28571428571428,173,232,1049.0,0.011662825748641923,0.0,200,200,220,220,230,230,230,230,230,230,230
MQTT,b'Device - 105',15,0,190,196.6,171,234,1049.0,0.02499176946137555,0.0,190,200,200,210,230,230,230,230,230,230,230
MQTT,b'Device - 106',14,0,190,191.71428571428572,163,245,1049.0,0.023325651497283845,0.0,190,200,200,200,210,240,240,240,240,240,240
MQTT,b'Device - 107',6,0,190,197.0,185,212,1049.0,0.009996707784550219,0.0,200,200,210,210,210,210,210,210,210,210,210
MQTT,b'Device - 108',4,0,190,203.25,183,242,1049.0,0.0066644718563668125,0.0,200,200,240,240,240,240,240,240,240,240,240
MQTT,b'Device - 109',7,0,200,200.42857142857142,179,237,1049.0,0.011662825748641923,0.0,200,200,200,200,240,240,240,240,240,240,240
MQTT,b'Device - 11',6,0,180,194.33333333333334,174,246,1048.0,0.009996707784550219,0.0,190,190,200,200,250,250,250,250,250,250,250
MQTT,b'Device - 110',6,0,190,193.5,169,234,1049.0,0.009996707784550219,0.0,200,200,200,200,230,230,230,230,230,230,230
MQTT,b'Device - 111',13,0,190,341.61538461538464,162,1189,1049.0,0.02165953353319214,0.0,190,200,200,210,1200,1200,1200,1200,1200,1200,1200
MQTT,b'Device - 112',14,0,190,184.14285714285714,149,205,1049.0,0.023325651497283845,0.0,190,190,190,200,200,200,200,200,200,200,200
MQTT,b'Device - 113',7,0,180,184.57142857142858,170,209,1049.0,0.011662825748641923,0.0,180,190,190,190,210,210,210,210,210,210,210
MQTT,b'Device - 114',7,0,190,196.42857142857142,179,244,1049.0,0.011662825748641923,0.0,190,200,200,200,240,240,240,240,240,240,240
MQTT,b'Device - 115',7,0,180,333.2857142857143,173,1192,1049.0,0.011662825748641923,0.0,180,210,230,230,1200,1200,1200,1200,1200,1200,1200
