ts_utc,recv_ts_unix_nano,pub_ts_unix_nano,pub_id,seq,latency_ms,topic
2025-12-14T14:16:27.452808644Z,1765721787452807995,1765721787450583017,34,5819941703847277999,2.225,bench/topic/4
2025-12-14T14:16:27.452815928Z,1765721787452815402,1765721787450583017,34,5819941703847277999,2.232,bench/topic/4
2025-12-14T14:16:27.4536046Z,1765721787453604227,1765721787450583017,34,5819941703847277999,3.021,bench/topic/4
2025-12-14T14:16:27.453812575Z,1765721787453812160,1765721787450583017,34,5819941703847277999,3.229,bench/topic/4
2025-12-14T14:16:27.454176082Z,1765721787454175556,1765721787450583017,34,5819941703847277999,3.593,bench/topic/4
2025-12-14T14:16:27.454223167Z,1765721787454222777,1765721787450583017,34,5819941703847277999,3.640,bench/topic/4
2025-12-14T14:16:27.454482851Z,1765721787454482428,1765721787450583017,34,5819941703847277999,3.899,bench/topic/4
2025-12-14T14:16:27.455063498Z,1765721787455063089,1765721787450583017,34,5819941703847277999,4.480,bench/topic/4
2025-12-14T14:16:27.455199076Z,1765721787455198753,1765721787450583017,34,5819941703847277999,4.616,bench/topic/4
2025-12-14T14:16:27.45550374Z,1765721787455500082,1765721787450583017,34,5819941703847277999,4.917,bench/topic/4
2025-12-14T14:16:27.455590285Z,1765721787455589852,1765721787450583017,34,5819941703847277999,5.007,bench/topic/4
2025-12-14T14:16:27.45619395Z,1765721787456193641,1765721787450583017,34,5819941703847277999,5.611,bench/topic/4
2025-12-14T14:16:27.456356494Z,1765721787456356121,1765721787450583017,34,5819941703847277999,5.773,bench/topic/4
2025-12-14T14:16:27.456946779Z,1765721787456946409,1765721787450583017,34,5819941703847277999,6.363,bench/topic/4
2025-12-14T14:16:27.457250204Z,1765721787457249726,1765721787450583017,34,5819941703847277999,6.667,bench/topic/4
2025-12-14T14:16:27.457264133Z,1765721787457263818,1765721787450583017,34,5819941703847277999,6.681,bench/topic/4
2025-12-14T14:16:27.460458561Z,1765721787460458096,1765721787450583017,34,5819941703847277999,9.875,bench/topic/4
2025-12-14T14:16:27.465025426Z,1765721787465024537,1765721787450583017,34,5819941703847277999,14.442,bench/topic/4
2025-12-14T14:16:27.465378446Z,1765721787465378071,1765721787450583017,34,5819941703847277999,14.795,bench/topic/4
2025-12-14T14:16:27.46754288Z,1765721787467542431,1765721787450583017,34,5819941703847277999,16.959,bench/topic/4
2025-12-14T14:16:27.469842259Z,1765721787469841707,1765721787450583017,34,5819941703847277999,19.259,bench/topic/4
2025-12-14T14:16:27.470584385Z,1765721787470584051,1765721787450583017,34,5819941703847277999,20.001,bench/topic/4
2025-12-14T14:16:27.471724666Z,1765721787471724192,1765721787450583017,34,5819941703847277999,21.141,bench/topic/4
2025-12-14T14:16:27.474905309Z,1765721787474904627,1765721787450583017,34,5819941703847277999,24.322,bench/topic/4
2025-12-14T14:16:27.482384586Z,1765721787482383760,1765721787450583017,34,5819941703847277999,31.801,bench/topic/4
2025-12-14T14:16:27.482886378Z,1765721787482885957,1765721787450583017,34,5819941703847277999,32.303,bench/topic/4
2025-12-14T14:16:27.487773128Z,1765721787487772654,1765721787450583017,34,5819941703847277999,37.190,bench/topic/4
2025-12-14T14:16:27.488541711Z,1765721787488541353,1765721787450583017,34,5819941703847277999,37.958,bench/topic/4
2025-12-14T14:16:27.490319189Z,1765721787490318703,1765721787450583017,34,5819941703847277999,39.736,bench/topic/4
2025-12-14T14:16:27.497390774Z,1765721787497390222,1765721787450583017,34,5819941703847277999,46.807,bench/topic/4
2025-12-14T14:16:27.499017529Z,1765721787499017014,1765721787450583017,34,5819941703847277999,48.434,bench/topic/4
2025-12-14T14:16:27.508048679Z,1765721787508047945,1765721787450583017,34,5819941703847277999,57.465,bench/topic/4
2025-12-14T14:16:27.509024311Z,1765721787509023728,1765721787450583017,34,5819941703847277999,58.441,bench/topic/4
2025-12-14T14:16:27.509682834Z,1765721787509682324,1765721787450583017,34,5819941703847277999,59.099,bench/topic/4
2025-12-14T14:16:27.511317724Z,1765721787511317194,1765721787450583017,34,5819941703847277999,60.734,bench/topic/4
2025-12-14T14:16:27.511727034Z,1765721787511726568,1765721787450583017,34,5819941703847277999,61.144,bench/topic/4
2025-12-14T14:16:27.513526506Z,1765721787513526075,1765721787450583017,34,5819941703847277999,62.943,bench/topic/4
2025-12-14T14:16:27.514047579Z,1765721787514047160,1765721787450583017,34,5819941703847277999,63.464,bench/topic/4
2025-12-14T14:16:27.515050866Z,1765721787515050427,1765721787450583017,34,5819941703847277999,64.467,bench/topic/4
2025-12-14T14:16:27.516557424Z,1765721787516557097,1765721787450583017,34,5819941703847277999,65.974,bench/topic/4
2025-12-14T14:16:27.517060919Z,1765721787517060458,1765721787450583017,34,5819941703847277999,66.477,bench/topic/4
2025-12-14T14:16:27.517213269Z,1765721787517212870,1765721787450583017,34,5819941703847277999,66.630,bench/topic/4
2025-12-14T14:16:27.517295777Z,1765721787517295371,1765721787450583017,34,5819941703847277999,66.712,bench/topic/4
2025-12-14T14:16:27.518365545Z,1765721787518365131,1765721787450583017,34,5819941703847277999,67.782,bench/topic/4
2025-12-14T14:16:27.518420124Z,1765721787518419744,1765721787450583017,34,5819941703847277999,67.837,bench/topic/4
2025-12-14T14:16:27.518999656Z,1765721787518999287,1765721787450583017,34,5819941703847277999,68.416,bench/topic/4
2025-12-14T14:16:27.519266428Z,1765721787519265950,1765721787450583017,34,5819941703847277999,68.683,bench/topic/4
2025-12-14T14:16:27.519588971Z,1765721787519588635,1765721787450583017,34,5819941703847277999,69.006,bench/topic/4
2025-12-14T14:16:27.520414054Z,1765721787520413592,1765721787450583017,34,5819941703847277999,69.831,bench/topic/4
2025-12-14T14:16:27.520784499Z,1765721787520784080,1765721787450583017,34,5819941703847277999,70.201,bench/topic/4
2025-12-14T14:16:27.521143618Z,1765721787521143216,1765721787450583017,34,5819941703847277999,70.560,bench/topic/4
2025-12-14T14:16:27.521609621Z,1765721787521609154,1765721787450583017,34,5819941703847277999,71.026,bench/topic/4
2025-12-14T14:16:27.521973778Z,1765721787521973244,1765721787450583017,34,5819941703847277999,71.390,bench/topic/4
2025-12-14T14:16:27.522323879Z,1765721787522323458,1765721787450583017,34,5819941703847277999,71.740,bench/topic/4
2025-12-14T14:16:27.5226552Z,1765721787522654858,1765721787450583017,34,5819941703847277999,72.072,bench/topic/4
2025-12-14T14:16:27.522967699Z,1765721787522967337,1765721787450583017,34,5819941703847277999,72.384,bench/topic/4
2025-12-14T14:16:27.523232883Z,1765721787523232469,1765721787450583017,34,5819941703847277999,72.649,bench/topic/4
2025-12-14T14:16:27.523856805Z,1765721787523856355,1765721787450583017,34,5819941703847277999,73.273,bench/topic/4
2025-12-14T14:16:27.524115866Z,1765721787524115446,1765721787450583017,34,5819941703847277999,73.532,bench/topic/4
2025-12-14T14:16:27.524935325Z,1765721787524934960,1765721787450583017,34,5819941703847277999,74.352,bench/topic/4
2025-12-14T14:16:27.525021583Z,1765721787525021241,1765721787450583017,34,5819941703847277999,74.438,bench/topic/4
2025-12-14T14:16:27.525674049Z,1765721787525673725,1765721787450583017,34,5819941703847277999,75.091,bench/topic/4
2025-12-14T14:16:27.525786764Z,1765721787525786270,1765721787450583017,34,5819941703847277999,75.203,bench/topic/4
2025-12-14T14:16:27.526695623Z,1765721787526695288,1765721787450583017,34,5819941703847277999,76.112,bench/topic/4
2025-12-14T14:16:27.5275226Z,1765721787527522084,1765721787450583017,34,5819941703847277999,76.939,bench/topic/4
2025-12-14T14:16:27.528057151Z,1765721787528056749,1765721787450583017,34,5819941703847277999,77.474,bench/topic/4
2025-12-14T14:16:27.52948631Z,1765721787529485930,1765721787450583017,34,5819941703847277999,78.903,bench/topic/4
2025-12-14T14:16:27.529838101Z,1765721787529837600,1765721787450583017,34,5819941703847277999,79.255,bench/topic/4
2025-12-14T14:16:27.530208327Z,1765721787530207996,1765721787450583017,34,5819941703847277999,79.625,bench/topic/4
2025-12-14T14:16:27.530771506Z,1765721787530771124,1765721787450583017,34,5819941703847277999,80.188,bench/topic/4
2025-12-14T14:16:27.531413131Z,1765721787531412672,1765721787450583017,34,5819941703847277999,80.830,bench/topic/4
2025-12-14T14:16:27.531841235Z,1765721787531840799,1765721787450583017,34,5819941703847277999,81.258,bench/topic/4
2025-12-14T14:16:27.532134942Z,1765721787532134544,1765721787450583017,34,5819941703847277999,81.552,bench/topic/4
2025-12-14T14:16:27.532536128Z,1765721787532535682,1765721787450583017,34,5819941703847277999,81.953,bench/topic/4
2025-12-14T14:16:27.53287005Z,1765721787532869615,1765721787450583017,34,5819941703847277999,82.287,bench/topic/4
2025-12-14T14:16:27.533450556Z,1765721787533450126,1765721787450583017,34,5819941703847277999,82.867,bench/topic/4
2025-12-14T14:16:27.534382609Z,1765721787534382169,1765721787450583017,34,5819941703847277999,83.799,bench/topic/4
2025-12-14T14:16:27.535158145Z,1765721787535157724,1765721787450583017,34,5819941703847277999,84.575,bench/topic/4
2025-12-14T14:16:27.535926964Z,1765721787535926581,1765721787450583017,34,5819941703847277999,85.344,bench/topic/4
2025-12-14T14:16:27.536746842Z,1765721787536746347,1765721787450583017,34,5819941703847277999,86.163,bench/topic/4
2025-12-14T14:16:27.53686166Z,1765721787536861241,1765721787450583017,34,5819941703847277999,86.278,bench/topic/4
2025-12-14T14:16:27.537339117Z,1765721787537338705,1765721787450583017,34,5819941703847277999,86.756,bench/topic/4
2025-12-14T14:16:27.537666298Z,1765721787537665840,1765721787450583017,34,5819941703847277999,87.083,bench/topic/4
2025-12-14T14:16:27.538463805Z,1765721787538463386,1765721787450583017,34,5819941703847277999,87.880,bench/topic/4
2025-12-14T14:16:27.539152744Z,1765721787539152363,1765721787450583017,34,5819941703847277999,88.569,bench/topic/4
2025-12-14T14:16:27.539923957Z,1765721787539923535,1765721787450583017,34,5819941703847277999,89.341,bench/topic/4
2025-12-14T14:16:27.539937214Z,1765721787539936903,1765721787450583017,34,5819941703847277999,89.354,bench/topic/4
2025-12-14T14:16:27.54016307Z,1765721787540162463,1765721787450583017,34,5819941703847277999,89.579,bench/topic/4
2025-12-14T14:16:27.54023042Z,1765721787540230035,1765721787450583017,34,5819941703847277999,89.647,bench/topic/4
2025-12-14T14:16:27.540357524Z,1765721787540357180,1765721787450583017,34,5819941703847277999,89.774,bench/topic/4
2025-12-14T14:16:27.540867022Z,1765721787540866632,1765721787450583017,34,5819941703847277999,90.284,bench/topic/4
2025-12-14T14:16:27.541608313Z,1765721787541607901,1765721787450583017,34,5819941703847277999,91.025,bench/topic/4
2025-12-14T14:16:27.542196791Z,1765721787542196148,1765721787450583017,34,5819941703847277999,91.613,bench/topic/4
2025-12-14T14:16:27.543324241Z,1765721787543323767,1765721787450583017,34,5819941703847277999,92.741,bench/topic/4
2025-12-14T14:16:27.543331758Z,1765721787543331347,1765721787450583017,34,5819941703847277999,92.748,bench/topic/4
2025-12-14T14:16:27.543750378Z,1765721787543749933,1765721787450583017,34,5819941703847277999,93.167,bench/topic/4
2025-12-14T14:16:27.544032163Z,1765721787544031761,1765721787450583017,34,5819941703847277999,93.449,bench/topic/4
2025-12-14T14:16:27.544242988Z,1765721787544242436,1765721787450583017,34,5819941703847277999,93.659,bench/topic/4
2025-12-14T14:16:27.544329348Z,1765721787544328807,1765721787450583017,34,5819941703847277999,93.746,bench/topic/4
2025-12-14T14:16:27.544518659Z,1765721787544518222,1765721787450583017,34,5819941703847277999,93.935,bench/topic/4
2025-12-14T14:16:27.544806568Z,1765721787544806282,1765721787450583017,34,5819941703847277999,94.223,bench/topic/4
2025-12-14T14:16:27.544966117Z,1765721787544965791,1765721787450583017,34,5819941703847277999,94.383,bench/topic/4
2025-12-14T14:16:27.545426562Z,1765721787545426186,1765721787450583017,34,5819941703847277999,94.843,bench/topic/4
2025-12-14T14:16:27.545582696Z,1765721787545582267,1765721787450583017,34,5819941703847277999,94.999,bench/topic/4
2025-12-14T14:16:27.54570749Z,1765721787545707192,1765721787450583017,34,5819941703847277999,95.124,bench/topic/4
2025-12-14T14:16:27.546051484Z,1765721787546051168,1765721787450583017,34,5819941703847277999,95.468,bench/topic/4
2025-12-14T14:16:27.546548103Z,1765721787546547661,1765721787450583017,34,5819941703847277999,95.965,bench/topic/4
2025-12-14T14:16:27.546801261Z,1765721787546800866,1765721787450583017,34,5819941703847277999,96.218,bench/topic/4
2025-12-14T14:16:27.546893485Z,1765721787546892859,1765721787450583017,34,5819941703847277999,96.310,bench/topic/4
2025-12-14T14:16:27.547227932Z,1765721787547227517,1765721787450583017,34,5819941703847277999,96.644,bench/topic/4
2025-12-14T14:16:27.547231397Z,1765721787547231035,1765721787450583017,34,5819941703847277999,96.648,bench/topic/4
2025-12-14T14:16:27.547634377Z,1765721787547633961,1765721787450583017,34,5819941703847277999,97.051,bench/topic/4
2025-12-14T14:16:27.54774774Z,1765721787547747223,1765721787450583017,34,5819941703847277999,97.164,bench/topic/4
2025-12-14T14:16:27.547928329Z,1765721787547921545,1765721787450583017,34,5819941703847277999,97.339,bench/topic/4
2025-12-14T14:16:27.548064929Z,1765721787548064659,1765721787450583017,34,5819941703847277999,97.482,bench/topic/4
