ts,step,target_subs,target_pubs,connected_subs,connected_pubs,conn_ok,conn_fail,disconnects,pubs_sent,pubs_err,msgs_recv,recv_rate_msgs_per_s,p50_ms,p95_ms,p99_ms
2025-12-14T11:14:18Z,4,800,20,200,5,410,0,205,6,140,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:19Z,4,800,20,200,5,410,0,205,6,145,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:20Z,4,800,20,200,5,410,0,205,6,150,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:21Z,4,800,20,200,5,410,0,205,6,155,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:22Z,4,800,20,200,5,410,0,205,6,160,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:23Z,4,800,20,200,5,410,0,205,6,165,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:24Z,4,800,20,200,5,410,0,205,6,170,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:25Z,4,800,20,200,5,410,0,205,6,175,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:26Z,4,800,20,200,5,410,0,205,6,180,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:27Z,5,1000,25,200,5,410,0,205,6,185,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:28Z,5,1000,25,200,5,410,0,205,6,190,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:29Z,5,1000,25,200,5,410,0,205,6,195,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:30Z,5,1000,25,200,5,410,0,205,6,200,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:31Z,5,1000,25,200,5,410,0,205,6,205,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:32Z,5,1000,25,200,5,410,0,205,6,210,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:33Z,5,1000,25,200,5,410,0,205,6,215,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:34Z,5,1000,25,200,5,410,0,205,6,220,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:35Z,5,1000,25,200,5,410,0,205,6,225,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:36Z,5,1000,25,200,5,410,0,205,6,230,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:37Z,6,1200,30,200,5,410,0,205,6,235,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:38Z,6,1200,30,200,5,410,105,205,6,240,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:39Z,6,1200,30,200,5,410,105,205,6,245,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:40Z,6,1200,30,200,5,410,105,205,6,250,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:41Z,6,1200,30,200,5,410,105,205,6,255,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:42Z,6,1200,30,200,5,410,105,205,6,260,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:43Z,6,1200,30,133,5,410,105,272,6,265,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:44Z,6,1200,30,133,5,410,105,272,6,270,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:45Z,6,1200,30,133,5,410,105,272,6,275,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:46Z,6,1200,30,133,5,410,105,272,6,280,2,0.000,5000.000,5000.000,5000.000
2025-12-14T11:14:47Z,7,1200,30,133,5,410,105,272,6,285,2,0.000,5000.000,5000.000,5000.000
