ts,step,target_subs,target_pubs,connected_subs,connected_pubs,conn_ok,conn_fail,disconnects,pubs_sent,pubs_err,msgs_recv,recv_rate_msgs_per_s,p50_ms,p95_ms,p99_ms
2025-12-14T11:03:10Z,4,800,20,600,15,615,0,0,345,0,103370,4166.000,1000.000,10000.000,10000.000
2025-12-14T11:03:11Z,4,800,20,600,15,615,0,0,359,0,107894,4524.000,1000.000,10000.000,10000.000
2025-12-14T11:03:12Z,4,800,20,700,16,716,0,0,373,0,112221,4327.000,1000.000,10000.000,10000.000
2025-12-14T11:03:13Z,4,800,20,700,16,716,0,0,390,0,115892,3671.000,2000.000,10000.000,10000.000
2025-12-14T11:03:14Z,4,800,20,700,16,716,0,0,405,0,120341,4449.000,2000.000,10000.000,10000.000
2025-12-14T11:03:15Z,4,800,20,700,16,716,0,0,420,0,124819,4478.000,2000.000,10000.000,10000.000
2025-12-14T11:03:16Z,5,1000,25,798,19,817,0,0,436,0,129193,4374.000,5000.000,10000.000,10000.000
2025-12-14T11:03:17Z,5,1000,25,798,19,817,8,0,455,0,133630,4437.000,5000.000,10000.000,10000.000
2025-12-14T11:03:18Z,5,1000,25,798,19,817,8,0,473,0,137754,4124.000,5000.000,10000.000,10000.000
2025-12-14T11:03:19Z,5,1000,25,798,19,817,8,0,487,0,142205,4451.000,5000.000,10000.000,10000.000
2025-12-14T11:03:20Z,5,1000,25,798,19,817,8,0,509,0,146657,4452.000,5000.000,10000.000,10000.000
2025-12-14T11:03:21Z,5,1000,25,798,19,817,8,0,527,0,151195,4538.000,5000.000,10000.000,10000.000
2025-12-14T11:03:22Z,5,1000,25,898,20,918,8,0,544,0,155614,4419.000,5000.000,10000.000,10000.000
2025-12-14T11:03:23Z,5,1000,25,898,20,918,8,0,562,0,160121,4507.000,5000.000,10000.000,10000.000
2025-12-14T11:03:24Z,5,1000,25,898,20,918,8,0,581,0,164491,4370.000,5000.000,10000.000,10000.000
2025-12-14T11:03:25Z,5,1000,25,898,20,918,8,0,597,0,168934,4443.000,5000.000,10000.000,10000.000
2025-12-14T11:03:26Z,6,1000,25,898,20,918,8,0,613,0,173475,4541.000,10000.000,10000.000,10000.000
