ts,step,target_subs,target_pubs,connected_subs,connected_pubs,conn_ok,conn_fail,disconnects,pubs_sent,pubs_err,msgs_recv,recv_rate_msgs_per_s,p50_ms,p95_ms,p99_ms
2025-12-14T12:31:22Z,2,400,10,400,10,410,0,0,130,0,32668,3062.000,500.000,1000.000,1000.000
2025-12-14T12:31:23Z,2,400,10,400,10,410,0,0,140,0,35730,3062.000,500.000,1000.000,1000.000
2025-12-14T12:31:24Z,3,600,15,600,15,615,0,0,150,0,39218,3488.000,500.000,1000.000,1000.000
2025-12-14T12:31:25Z,3,600,15,600,15,615,0,0,165,0,42622,3404.000,500.000,1000.000,1000.000
2025-12-14T12:31:26Z,3,600,15,600,15,615,0,0,180,0,47975,5353.000,500.000,1000.000,2000.000
2025-12-14T12:31:27Z,3,600,15,600,15,615,0,0,195,0,52303,4328.000,500.000,2000.000,5000.000
2025-12-14T12:31:28Z,3,600,15,600,15,615,0,0,210,0,56881,4578.000,500.000,2000.000,5000.000
2025-12-14T12:31:29Z,3,600,15,600,15,615,0,0,225,0,61287,4406.000,500.000,5000.000,5000.000
2025-12-14T12:31:30Z,3,600,15,600,15,615,0,0,240,0,65707,4420.000,500.000,5000.000,5000.000
2025-12-14T12:31:31Z,3,600,15,600,15,615,0,0,255,0,70198,4491.000,500.000,5000.000,5000.000
2025-12-14T12:31:32Z,3,600,15,600,15,615,0,0,270,0,74483,4285.000,500.000,5000.000,5000.000
2025-12-14T12:31:33Z,4,800,20,600,15,615,0,0,286,0,79394,4911.000,500.000,5000.000,5000.000
2025-12-14T12:31:34Z,4,800,20,796,20,816,0,0,300,0,83360,3966.000,500.000,5000.000,10000.000
2025-12-14T12:31:35Z,4,800,20,800,20,820,0,0,320,0,87040,3680.000,1000.000,5000.000,10000.000
2025-12-14T12:31:36Z,4,800,20,800,20,820,0,0,340,0,91168,4128.000,1000.000,5000.000,10000.000
2025-12-14T12:31:37Z,4,800,20,800,20,820,0,0,360,0,96231,5063.000,1000.000,10000.000,10000.000
2025-12-14T12:31:38Z,4,800,20,800,20,820,0,0,380,0,100801,4570.000,1000.000,10000.000,10000.000
2025-12-14T12:31:39Z,4,800,20,800,20,820,0,0,400,0,105545,4744.000,1000.000,10000.000,10000.000
2025-12-14T12:31:40Z,4,800,20,800,20,820,0,0,420,0,109674,4129.000,1000.000,10000.000,10000.000
2025-12-14T12:31:41Z,4,800,20,800,20,820,0,0,440,0,114381,4707.000,1000.000,10000.000,10000.000
2025-12-14T12:31:42Z,4,800,20,800,20,820,0,0,460,0,118630,4249.000,1000.000,10000.000,10000.000
2025-12-14T12:31:44Z,5,1000,25,796,20,820,0,4,495,0,124221,5591.000,1000.000,10000.000,10000.000
2025-12-14T12:31:44Z,5,1000,25,863,22,898,3,5,500,0,127361,3140.000,1000.000,10000.000,10000.000
2025-12-14T12:31:45Z,5,1000,25,992,25,1022,3,5,523,0,131412,4051.000,1000.000,10000.000,10000.000
2025-12-14T12:31:46Z,5,1000,25,992,25,1022,3,5,547,0,135512,4100.000,1000.000,10000.000,10000.000
2025-12-14T12:31:47Z,5,1000,25,992,25,1022,3,5,570,0,140057,4545.000,1000.000,10000.000,10000.000
2025-12-14T12:31:48Z,5,1000,25,992,25,1022,3,5,592,0,144472,4415.000,1000.000,10000.000,10000.000
2025-12-14T12:31:49Z,5,1000,25,933,25,1022,3,64,616,0,148762,4290.000,2000.000,10000.000,10000.000
2025-12-14T12:31:50Z,5,1000,25,933,25,1022,3,64,645,0,153090,4328.000,2000.000,10000.000,10000.000
2025-12-14T12:31:51Z,5,1000,25,933,25,1022,3,64,670,0,157590,4500.000,2000.000,10000.000,10000.000
2025-12-14T12:31:52Z,5,1000,25,933,25,1022,3,64,695,0,161928,4338.000,2000.000,10000.000,10000.000
2025-12-14T12:31:53Z,6,1000,25,848,23,1022,3,68,721,0,166646,4718.000,2000.000,10000.000,10000.000
