ts,step,target_subs,target_pubs,connected_subs,connected_pubs,sub_conn_ok_delta,sub_conn_fail_delta,sub_disc_delta,sub_subscribe_err_delta,pub_conn_ok_delta,pub_conn_fail_delta,pub_disc_delta,pubs_sent_delta,pubs_err_delta,msgs_recv_delta,expected_deliveries_delta,lost_delta,dup_delta,reorder_delta,delivery_ratio,p50_ms,p95_ms,p99_ms
2025-12-14T14:49:57Z,1,500,10,500,10,500,0,0,0,10,0,0,0,0,0,0,0,0,0,0.000000,0.000,0.000,0.000
2025-12-14T14:49:58Z,2,500,10,500,10,0,0,0,0,0,0,0,6,0,43,3000,0,0,0,0.014333,875.000,875.000,875.000
2025-12-14T14:49:59Z,3,500,10,500,10,0,0,0,0,0,0,0,10,0,430,5000,0,0,0,0.086000,1250.000,1750.000,1750.000
2025-12-14T14:50:00Z,4,500,10,500,10,0,0,0,0,0,0,0,12,0,493,6000,0,0,0,0.082167,1750.000,2500.000,2500.000
2025-12-14T14:50:01Z,5,500,10,500,10,0,0,0,0,0,0,0,10,0,479,5000,0,0,0,0.095800,2500.000,4000.000,4000.000
2025-12-14T14:50:02Z,6,500,10,500,10,0,0,0,0,0,0,0,7,0,213,3500,0,0,0,0.060857,2500.000,4000.000,4000.000
2025-12-14T14:50:03Z,7,500,10,500,10,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:04Z,8,500,10,500,10,0,0,0,0,0,0,0,1,0,405,500,0,0,0,0.810000,4000.000,7500.000,7500.000
2025-12-14T14:50:05Z,9,500,10,500,10,0,0,0,0,0,0,0,6,0,319,3000,0,0,0,0.106333,4000.000,7500.000,7500.000
2025-12-14T14:50:06Z,10,500,10,500,10,0,0,0,0,0,0,0,3,0,1,1500,0,0,0,0.000667,4000.000,7500.000,7500.000
2025-12-14T14:50:07Z,11,500,10,500,10,0,0,0,0,0,0,0,3,0,0,1500,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:08Z,12,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:09Z,13,500,10,500,10,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:10Z,14,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:11Z,15,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:12Z,16,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:13Z,17,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:14Z,18,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:15Z,19,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:16Z,20,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:17Z,21,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:18Z,22,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:19Z,23,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:20Z,24,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:21Z,25,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:22Z,26,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:23Z,27,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:24Z,28,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
2025-12-14T14:50:25Z,29,500,10,500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,4000.000,7500.000,7500.000
